run_id,work_order_id,machine_id,operator_id,start_time,end_time
377,106,19,16,2024-01-12 14:00:00,2024-01-12 17:13:38.688459
378,29,15,5,2024-03-06 12:00:00,2024-03-06 15:17:02.372563
379,30,18,15,2024-03-27 18:00:00,2024-03-27 20:32:27.052153
380,12,13,9,2024-01-01 17:00:00,2024-01-01 19:05:22.223556
381,38,2,14,2024-02-14 17:00:00,2024-02-14 18:19:07.678418
382,31,3,30,2024-03-01 06:00:00,2024-03-01 08:26:07.632724
383,93,5,25,2024-03-23 17:00:00,2024-03-23 21:13:45.854726
384,216,12,29,2024-02-18 13:00:00,2024-02-18 18:20:53.165136
385,194,13,3,2024-03-28 16:00:00,2024-03-28 21:22:21.966990
386,69,12,4,2024-01-23 14:00:00,2024-01-23 16:57:55.055372
387,66,8,27,2024-01-01 18:00:00,2024-01-01 19:06:49.235892
388,153,15,22,2024-03-10 12:00:00,2024-03-10 15:39:34.804953
389,118,8,15,2024-02-14 08:00:00,2024-02-14 10:22:41.695100
390,58,2,26,2024-03-25 12:00:00,2024-03-25 16:04:28.617730
391,9,8,7,2024-01-09 07:00:00,2024-01-09 10:58:10.994655
392,229,20,22,2024-03-31 06:00:00,2024-03-31 08:13:25.214722
393,23,13,15,2024-01-30 14:00:00,2024-01-30 16:05:10.845783
394,29,5,17,2024-02-07 09:00:00,2024-02-07 14:04:44.152622
395,295,11,19,2024-03-17 18:00:00,2024-03-17 22:21:45.574226
396,165,8,10,2024-01-19 16:00:00,2024-01-19 19:36:22.518977
397,212,10,9,2024-01-08 14:00:00,2024-01-08 19:44:33.364590
398,90,14,18,2024-03-04 06:00:00,2024-03-04 11:51:41.224236
399,196,17,11,2024-03-30 12:00:00,2024-03-30 15:02:28.665183
400,154,13,6,2024-03-09 13:00:00,2024-03-09 15:12:17.427402
401,116,10,28,2024-03-31 08:00:00,2024-03-31 13:01:43.970879
402,30,18,14,2024-02-23 14:00:00,2024-02-23 17:38:59.852652
403,199,8,9,2024-01-27 11:00:00,2024-01-27 15:14:00.705328
404,231,12,3,2024-03-09 17:00:00,2024-03-09 22:08:49.313134
405,27,9,13,2024-03-27 15:00:00,2024-03-27 19:00:52.596810
406,38,7,26,2024-03-16 17:00:00,2024-03-16 21:21:26.109400
407,112,16,7,2024-02-12 10:00:00,2024-02-12 15:47:06.355689
408,8,7,30,2024-01-25 17:00:00,2024-01-25 18:35:11.691590
409,246,8,23,2024-03-18 17:00:00,2024-03-18 19:01:21.236574
410,123,18,11,2024-02-06 12:00:00,2024-02-06 15:19:52.508295
411,184,10,9,2024-02-16 14:00:00,2024-02-16 19:24:50.615143
412,239,4,26,2024-03-01 18:00:00,2024-03-01 23:11:55.161268
413,105,12,11,2024-02-22 06:00:00,2024-02-22 09:48:45.445094
414,114,5,1,2024-02-03 14:00:00,2024-02-03 19:40:25.648505
415,297,14,10,2024-01-20 09:00:00,2024-01-20 11:38:57.575148
416,195,19,27,2024-02-01 13:00:00,2024-02-01 16:45:11.565585
417,173,9,25,2024-03-03 17:00:00,2024-03-03 21:12:30.500179
418,252,15,6,2024-02-15 08:00:00,2024-02-15 09:41:59.253514
419,280,16,6,2024-03-10 16:00:00,2024-03-10 21:47:10.264090
420,269,2,27,2024-01-10 16:00:00,2024-01-10 17:14:33.259096
421,4,14,5,2024-03-21 09:00:00,2024-03-21 10:20:23.422950
422,78,1,7,2024-03-05 13:00:00,2024-03-05 15:51:57.612468
423,248,16,1,2024-01-01 14:00:00,2024-01-01 17:45:29.584096
424,7,1,17,2024-02-05 14:00:00,2024-02-05 19:53:14.628268
425,9,17,27,2024-03-30 16:00:00,2024-03-30 19:09:10.317756
426,92,4,30,2024-01-13 14:00:00,2024-01-13 15:44:40.154743
427,99,20,17,2024-02-02 11:00:00,2024-02-02 13:20:11.845260
428,204,3,12,2024-02-21 13:00:00,2024-02-21 16:49:30.039284
429,116,10,22,2024-01-11 16:00:00,2024-01-11 21:57:30.144695
430,17,3,13,2024-02-18 12:00:00,2024-02-18 15:45:48.625912
431,29,1,23,2024-01-22 07:00:00,2024-01-22 10:29:57.451076
432,223,11,19,2024-01-13 14:00:00,2024-01-13 19:35:44.739878
433,118,7,29,2024-03-29 15:00:00,2024-03-29 18:22:39.005178
434,24,3,22,2024-02-05 14:00:00,2024-02-05 17:49:03.177553
435,17,6,30,2024-02-10 06:00:00,2024-02-10 11:48:26.445418
436,74,13,30,2024-01-10 10:00:00,2024-01-10 11:48:44.104513
437,124,19,27,2024-02-19 16:00:00,2024-02-19 21:28:57.463806
438,170,13,25,2024-01-18 18:00:00,2024-01-18 23:56:32.603242
439,41,17,24,2024-02-14 06:00:00,2024-02-14 07:29:18.344172
440,119,3,11,2024-03-18 18:00:00,2024-03-18 22:04:09.574205
441,204,11,1,2024-03-22 10:00:00,2024-03-22 14:55:03.866502
442,231,16,8,2024-02-15 14:00:00,2024-02-15 19:42:20.571209
443,222,6,22,2024-03-15 16:00:00,2024-03-15 18:54:01.308844
444,152,8,23,2024-01-10 07:00:00,2024-01-10 09:20:23.496556
445,195,5,24,2024-02-19 11:00:00,2024-02-19 13:48:12.604106
446,47,1,10,2024-02-26 11:00:00,2024-02-26 15:48:24.236842
447,53,5,3,2024-01-24 12:00:00,2024-01-24 15:14:39.186186
448,285,17,14,2024-01-14 06:00:00,2024-01-14 07:26:53.139155
449,284,3,20,2024-03-17 18:00:00,2024-03-17 20:37:19.745950
450,198,1,10,2024-02-22 12:00:00,2024-02-22 16:53:45.043901
451,287,8,19,2024-03-07 08:00:00,2024-03-07 12:25:35.687852
452,87,5,9,2024-02-08 10:00:00,2024-02-08 13:27:56.230960
453,33,6,14,2024-02-05 12:00:00,2024-02-05 14:29:55.540571
454,40,12,9,2024-02-01 17:00:00,2024-02-01 21:07:30.606380
455,101,15,4,2024-01-18 10:00:00,2024-01-18 11:02:01.812650
456,203,11,27,2024-03-20 12:00:00,2024-03-20 17:01:13.376315
457,169,15,11,2024-02-25 16:00:00,2024-02-25 21:52:16.056777
458,70,10,11,2024-03-18 17:00:00,2024-03-18 19:00:15.326797
459,161,6,13,2024-02-10 10:00:00,2024-02-10 14:40:27.738578
460,252,19,26,2024-02-01 11:00:00,2024-02-01 13:52:48.995442
461,202,12,4,2024-03-13 09:00:00,2024-03-13 12:57:40.086617
462,280,6,22,2024-03-11 06:00:00,2024-03-11 11:45:54.083007
463,237,7,15,2024-02-07 17:00:00,2024-02-07 18:20:44.856095
464,210,16,5,2024-03-22 10:00:00,2024-03-22 12:12:36.381018
465,79,14,26,2024-02-18 07:00:00,2024-02-18 10:14:43.200975
466,246,19,13,2024-03-09 14:00:00,2024-03-09 19:37:02.923572
467,215,18,2,2024-02-16 17:00:00,2024-02-16 22:28:39.027276
468,275,20,21,2024-01-11 07:00:00,2024-01-11 11:50:41.172863
469,182,6,21,2024-03-19 06:00:00,2024-03-19 09:48:57.965260
470,205,11,26,2024-02-25 07:00:00,2024-02-25 08:03:09.859910
471,133,8,17,2024-03-07 14:00:00,2024-03-07 17:54:09.329319
472,295,8,15,2024-02-17 12:00:00,2024-02-17 15:18:55.137754
473,257,5,12,2024-01-04 13:00:00,2024-01-04 14:31:21.888444
474,213,3,4,2024-01-19 11:00:00,2024-01-19 13:33:34.026190
475,234,7,17,2024-03-02 11:00:00,2024-03-02 14:22:50.925562
476,225,15,11,2024-01-09 10:00:00,2024-01-09 11:13:24.294948
477,59,1,28,2024-02-13 16:00:00,2024-02-13 17:32:48.528272
478,85,8,17,2024-01-23 14:00:00,2024-01-23 15:48:02.442802
479,287,14,15,2024-01-30 18:00:00,2024-01-30 21:01:30.853853
480,95,6,21,2024-03-25 12:00:00,2024-03-25 14:58:40.482806
481,102,15,19,2024-02-24 12:00:00,2024-02-24 13:01:20.100780
482,110,7,9,2024-03-31 18:00:00,2024-03-31 22:58:48.144916
483,296,4,26,2024-03-09 08:00:00,2024-03-09 10:49:44.274529
484,101,15,4,2024-02-03 16:00:00,2024-02-03 21:18:47.457854
485,271,11,20,2024-02-19 15:00:00,2024-02-19 17:57:45.792103
486,59,12,12,2024-02-28 15:00:00,2024-02-28 16:51:45.495234
487,153,20,19,2024-01-11 16:00:00,2024-01-11 17:40:11.059854
488,61,8,10,2024-01-15 08:00:00,2024-01-15 10:51:59.509277
489,73,17,13,2024-02-23 15:00:00,2024-02-23 16:41:21.611374
490,197,14,6,2024-03-03 16:00:00,2024-03-03 19:41:12.826860
491,89,18,6,2024-03-03 10:00:00,2024-03-03 11:42:05.337632
492,162,15,20,2024-01-07 11:00:00,2024-01-07 16:45:33.155109
493,249,5,7,2024-02-19 14:00:00,2024-02-19 17:31:37.884355
494,254,14,22,2024-03-03 12:00:00,2024-03-03 16:33:02.562711
495,228,16,6,2024-01-11 15:00:00,2024-01-11 16:09:15.492702
496,113,10,2,2024-02-05 09:00:00,2024-02-05 12:41:16.955128
497,87,15,19,2024-03-04 14:00:00,2024-03-04 17:33:14.507644
498,294,4,9,2024-03-10 11:00:00,2024-03-10 14:42:36.780824
499,22,15,18,2024-01-28 12:00:00,2024-01-28 13:30:43.495900
500,127,10,28,2024-01-05 13:00:00,2024-01-05 15:18:50.674045
501,45,15,28,2024-01-16 18:00:00,2024-01-16 23:03:34.000427
502,108,19,23,2024-02-14 17:00:00,2024-02-14 21:03:04.712447
503,220,6,20,2024-01-18 18:00:00,2024-01-18 20:01:59.153811
504,106,2,19,2024-02-14 14:00:00,2024-02-14 16:24:19.530338
505,276,6,11,2024-03-31 10:00:00,2024-03-31 12:26:47.998382
506,137,17,29,2024-03-27 07:00:00,2024-03-27 08:40:40.600316
507,211,2,9,2024-03-24 08:00:00,2024-03-24 12:30:25.677493
508,68,8,5,2024-02-11 09:00:00,2024-02-11 13:48:26.524575
509,202,16,5,2024-03-14 16:00:00,2024-03-14 18:20:36.908738
510,213,13,15,2024-01-10 16:00:00,2024-01-10 20:58:22.775352
511,48,13,17,2024-02-05 17:00:00,2024-02-05 22:40:54.050054
512,189,15,16,2024-02-11 15:00:00,2024-02-11 16:00:44.515533
513,48,15,21,2024-03-26 17:00:00,2024-03-26 19:47:28.009128
514,33,18,13,2024-01-28 12:00:00,2024-01-28 17:07:27.257657
515,254,9,11,2024-02-06 11:00:00,2024-02-06 14:44:11.589638
516,67,19,28,2024-03-03 18:00:00,2024-03-03 20:43:07.313170
517,25,2,4,2024-03-21 18:00:00,2024-03-21 23:11:00.639220
518,9,4,30,2024-01-21 13:00:00,2024-01-21 16:16:57.326447
519,220,7,23,2024-01-17 16:00:00,2024-01-17 18:30:33.579079
520,141,3,21,2024-02-16 10:00:00,2024-02-16 11:24:43.569553
521,85,2,13,2024-03-21 10:00:00,2024-03-21 14:37:47.790542
522,120,14,21,2024-01-12 17:00:00,2024-01-12 18:28:33.306204
523,110,16,3,2024-01-17 15:00:00,2024-01-17 17:07:51.435506
524,228,1,1,2024-03-30 11:00:00,2024-03-30 16:05:07.962484
525,217,5,16,2024-01-10 09:00:00,2024-01-10 11:54:55.258662
526,53,4,11,2024-02-17 10:00:00,2024-02-17 11:41:08.327305
527,69,5,3,2024-03-08 15:00:00,2024-03-08 16:02:32.545355
528,85,15,12,2024-01-28 16:00:00,2024-01-28 20:44:28.839055
529,211,20,22,2024-02-26 09:00:00,2024-02-26 10:26:00.384602
530,52,5,25,2024-01-16 15:00:00,2024-01-16 19:39:00.164680
531,180,14,11,2024-01-18 09:00:00,2024-01-18 11:23:05.417825
532,44,8,18,2024-03-17 15:00:00,2024-03-17 19:36:21.233499
533,146,1,28,2024-03-25 10:00:00,2024-03-25 12:01:38.022927
534,261,7,24,2024-02-20 10:00:00,2024-02-20 14:13:51.055944
535,123,16,13,2024-01-15 09:00:00,2024-01-15 12:29:52.485743
536,37,17,29,2024-01-02 11:00:00,2024-01-02 16:40:10.639230
537,68,13,28,2024-03-13 12:00:00,2024-03-13 14:49:37.424331
538,89,16,25,2024-01-10 06:00:00,2024-01-10 09:56:12.542945
539,8,9,7,2024-01-06 06:00:00,2024-01-06 11:44:36.239945
540,204,17,10,2024-03-21 17:00:00,2024-03-21 20:30:18.881379
541,213,14,23,2024-02-21 07:00:00,2024-02-21 11:12:09.671190
542,276,20,5,2024-02-05 07:00:00,2024-02-05 09:32:58.323941
543,262,7,26,2024-01-20 14:00:00,2024-01-20 16:38:01.505333
544,34,10,23,2024-02-25 17:00:00,2024-02-25 22:46:01.703581
545,123,2,8,2024-01-12 12:00:00,2024-01-12 13:34:47.758468
546,29,10,22,2024-03-25 17:00:00,2024-03-25 18:52:41.626266
547,7,5,23,2024-01-02 08:00:00,2024-01-02 11:28:55.432785
548,178,17,17,2024-02-03 08:00:00,2024-02-03 10:51:33.649756
549,138,4,25,2024-01-04 11:00:00,2024-01-04 16:02:07.941240
550,140,17,3,2024-02-03 17:00:00,2024-02-03 22:52:30.910580
551,40,16,15,2024-03-06 11:00:00,2024-03-06 12:16:37.903995
552,291,6,12,2024-01-21 10:00:00,2024-01-21 14:51:59.921159
553,294,4,8,2024-03-06 06:00:00,2024-03-06 07:13:12.682331
554,7,8,2,2024-03-01 11:00:00,2024-03-01 13:54:53.630539
555,77,6,30,2024-01-05 14:00:00,2024-01-05 19:00:56.078756
556,215,8,11,2024-02-01 12:00:00,2024-02-01 17:34:45.385768
557,164,9,27,2024-01-10 15:00:00,2024-01-10 17:51:50.547001
558,258,2,6,2024-01-29 18:00:00,2024-01-29 21:34:43.934352
559,24,13,3,2024-02-29 10:00:00,2024-02-29 14:52:03.494631
560,160,11,3,2024-03-11 13:00:00,2024-03-11 14:02:23.445124
561,103,10,19,2024-02-08 17:00:00,2024-02-08 21:06:48.915430
562,238,12,19,2024-03-04 18:00:00,2024-03-04 22:52:45.947207
563,280,8,5,2024-01-01 12:00:00,2024-01-01 13:07:10.384608
564,278,12,21,2024-03-29 06:00:00,2024-03-29 11:45:17.824719
565,1,13,28,2024-02-09 07:00:00,2024-02-09 09:01:33.498712
566,122,14,16,2024-01-08 08:00:00,2024-01-08 12:33:29.744545
567,48,2,30,2024-01-30 14:00:00,2024-01-30 17:03:55.022463
568,191,15,24,2024-01-11 15:00:00,2024-01-11 16:28:40.386096
569,69,13,3,2024-03-16 15:00:00,2024-03-16 16:18:41.091543
570,67,8,10,2024-02-03 11:00:00,2024-02-03 16:37:48.755132
571,202,11,11,2024-02-27 10:00:00,2024-02-27 12:10:05.002079
572,104,5,25,2024-03-15 07:00:00,2024-03-15 08:46:37.389924
573,85,15,15,2024-02-10 12:00:00,2024-02-10 13:36:13.261267
574,184,7,15,2024-02-09 13:00:00,2024-02-09 15:19:30.142684
575,62,3,6,2024-03-28 10:00:00,2024-03-28 15:07:54.960383
576,21,7,27,2024-02-11 08:00:00,2024-02-11 09:27:21.832268
577,128,12,13,2024-03-06 06:00:00,2024-03-06 10:23:09.300786
578,134,6,1,2024-02-21 13:00:00,2024-02-21 16:46:47.167708
579,282,8,4,2024-02-29 07:00:00,2024-02-29 12:01:10.141562
580,72,4,1,2024-01-08 18:00:00,2024-01-08 23:54:46.210275
581,67,7,27,2024-02-21 11:00:00,2024-02-21 15:25:53.134717
582,44,19,19,2024-02-03 07:00:00,2024-02-03 08:06:32.403289
583,34,7,29,2024-03-23 13:00:00,2024-03-23 18:02:47.375975
584,48,11,4,2024-01-06 13:00:00,2024-01-06 14:15:11.478616
585,294,14,27,2024-02-20 13:00:00,2024-02-20 14:08:50.681274
586,219,6,12,2024-01-28 08:00:00,2024-01-28 10:22:29.671842
587,229,5,2,2024-03-19 15:00:00,2024-03-19 19:05:05.588961
588,152,16,14,2024-03-11 13:00:00,2024-03-11 14:18:17.623241
589,144,13,5,2024-02-23 09:00:00,2024-02-23 13:12:47.745461
590,270,8,21,2024-03-10 18:00:00,2024-03-10 19:05:51.539700
591,196,12,16,2024-03-10 18:00:00,2024-03-10 21:25:24.230738
592,290,17,11,2024-02-19 10:00:00,2024-02-19 11:53:56.685727
593,164,20,8,2024-01-04 18:00:00,2024-01-04 22:53:33.689064
594,30,16,17,2024-02-15 18:00:00,2024-02-15 21:55:11.800557
595,120,6,4,2024-02-01 16:00:00,2024-02-01 18:12:20.750313
596,274,2,25,2024-01-29 15:00:00,2024-01-29 20:13:57.091628
597,199,12,30,2024-01-23 08:00:00,2024-01-23 10:10:57.920389
598,163,12,30,2024-03-16 06:00:00,2024-03-16 10:31:02.151893
599,181,19,19,2024-01-19 15:00:00,2024-01-19 20:44:30.633109
600,253,18,10,2024-01-23 13:00:00,2024-01-23 14:11:23.347342
601,29,8,20,2024-01-29 06:00:00,2024-01-29 09:37:56.073255
602,1,11,30,2024-03-19 09:00:00,2024-03-19 14:01:56.017440
603,175,6,30,2024-02-11 06:00:00,2024-02-11 07:06:34.432132
604,73,4,28,2024-03-08 11:00:00,2024-03-08 16:48:10.057505
605,192,13,19,2024-01-13 11:00:00,2024-01-13 13:30:31.772767
606,70,6,24,2024-02-25 18:00:00,2024-02-25 22:11:46.787846
607,250,11,6,2024-03-31 14:00:00,2024-03-31 18:28:04.087169
608,183,8,22,2024-03-16 08:00:00,2024-03-16 10:53:30.913947
609,151,5,6,2024-01-01 17:00:00,2024-01-01 22:44:36.566877
610,201,19,2,2024-01-24 15:00:00,2024-01-24 17:35:27.904413
611,114,19,4,2024-03-04 08:00:00,2024-03-04 10:39:21.031671
612,40,8,12,2024-02-10 08:00:00,2024-02-10 12:10:51.361864
613,46,11,15,2024-01-02 10:00:00,2024-01-02 12:02:54.317119
614,35,12,9,2024-01-14 17:00:00,2024-01-14 18:00:23.060835
615,198,15,24,2024-02-23 08:00:00,2024-02-23 13:25:21.935957
616,253,13,12,2024-03-10 12:00:00,2024-03-10 13:30:25.714073
617,246,19,21,2024-03-28 09:00:00,2024-03-28 10:48:47.817211
618,38,2,10,2024-01-03 11:00:00,2024-01-03 13:18:20.298780
619,54,3,11,2024-01-22 12:00:00,2024-01-22 13:48:16.280908
620,39,18,29,2024-01-12 11:00:00,2024-01-12 14:58:12.549793
621,248,1,14,2024-03-24 08:00:00,2024-03-24 12:02:11.717262
622,223,6,2,2024-01-13 11:00:00,2024-01-13 13:01:39.908581
623,98,14,23,2024-03-11 17:00:00,2024-03-11 22:37:40.324806
624,277,9,22,2024-02-06 10:00:00,2024-02-06 12:11:15.869129
625,26,13,19,2024-03-11 13:00:00,2024-03-11 14:46:04.618821
626,185,1,14,2024-01-12 10:00:00,2024-01-12 15:07:10.151527
627,246,7,4,2024-01-04 09:00:00,2024-01-04 10:51:14.979450
628,150,3,16,2024-01-15 10:00:00,2024-01-15 14:55:27.778315
629,242,16,29,2024-03-25 10:00:00,2024-03-25 11:27:20.463796
630,279,13,6,2024-02-17 12:00:00,2024-02-17 14:50:49.229969
631,229,2,9,2024-02-26 13:00:00,2024-02-26 15:19:01.214574
632,138,19,2,2024-01-20 18:00:00,2024-01-20 22:28:56.477119
633,50,3,22,2024-02-14 18:00:00,2024-02-14 21:42:26.082108
634,117,18,2,2024-02-19 14:00:00,2024-02-19 17:05:35.377349
635,275,16,19,2024-01-31 13:00:00,2024-01-31 15:29:39.337962
636,203,2,17,2024-03-14 14:00:00,2024-03-14 19:00:08.106061
637,76,4,25,2024-02-27 08:00:00,2024-02-27 13:44:43.106695
638,86,7,26,2024-01-25 08:00:00,2024-01-25 09:12:48.166211
639,41,14,7,2024-03-21 08:00:00,2024-03-21 13:10:13.946136
640,133,11,30,2024-01-09 07:00:00,2024-01-09 09:56:25.784754
641,204,18,11,2024-02-05 14:00:00,2024-02-05 17:17:26.829260
642,7,20,19,2024-03-07 18:00:00,2024-03-07 21:05:52.689016
643,213,5,5,2024-03-13 15:00:00,2024-03-13 18:54:48.187564
644,52,4,19,2024-01-13 18:00:00,2024-01-13 20:25:49.671373
645,275,12,29,2024-02-22 10:00:00,2024-02-22 12:54:54.782512
646,249,19,20,2024-03-01 06:00:00,2024-03-01 07:51:39.595107
647,207,5,20,2024-03-18 16:00:00,2024-03-18 20:28:05.902557
648,20,13,29,2024-02-12 17:00:00,2024-02-12 19:11:16.427290
649,244,9,29,2024-02-17 06:00:00,2024-02-17 08:41:21.589466
650,156,10,9,2024-03-03 17:00:00,2024-03-03 21:25:27.336488
651,117,5,10,2024-02-26 18:00:00,2024-02-26 23:07:44.819972
652,138,14,20,2024-03-23 07:00:00,2024-03-23 08:56:22.842436
653,109,14,24,2024-03-03 18:00:00,2024-03-03 21:34:57.025529
654,192,2,17,2024-01-21 07:00:00,2024-01-21 09:33:20.215679
655,260,13,5,2024-03-08 15:00:00,2024-03-08 16:08:41.066868
656,99,7,27,2024-01-08 09:00:00,2024-01-08 10:09:55.278801
657,26,12,23,2024-01-26 10:00:00,2024-01-26 12:50:30.334696
658,238,17,13,2024-03-22 07:00:00,2024-03-22 11:24:21.138488
659,124,12,16,2024-03-17 13:00:00,2024-03-17 14:53:16.506495
660,243,19,18,2024-02-14 11:00:00,2024-02-14 12:49:03.245061
661,133,3,10,2024-01-04 12:00:00,2024-01-04 13:14:53.718771
662,293,7,28,2024-01-29 16:00:00,2024-01-29 18:07:32.016737
663,106,9,21,2024-02-22 14:00:00,2024-02-22 15:06:00.942435
664,5,16,30,2024-01-17 16:00:00,2024-01-17 17:51:57.611817
665,5,8,9,2024-03-18 18:00:00,2024-03-18 23:42:54.089425
666,141,14,29,2024-02-18 11:00:00,2024-02-18 14:17:41.964340
667,112,15,10,2024-03-27 14:00:00,2024-03-27 19:07:17.594786
668,204,19,4,2024-01-01 14:00:00,2024-01-01 19:59:49.728838
669,192,18,21,2024-03-17 15:00:00,2024-03-17 17:24:48.183801
670,56,16,3,2024-02-13 10:00:00,2024-02-13 14:12:10.705421
671,142,9,21,2024-03-24 10:00:00,2024-03-24 11:56:30.481462
672,265,8,29,2024-01-08 18:00:00,2024-01-08 23:17:11.676480
673,207,11,22,2024-01-18 17:00:00,2024-01-18 18:07:38.194880
674,255,10,9,2024-02-23 12:00:00,2024-02-23 14:56:28.948578
675,19,19,23,2024-03-14 09:00:00,2024-03-14 11:42:57.006893
676,114,18,21,2024-03-01 16:00:00,2024-03-01 18:47:32.948370
677,154,6,27,2024-03-25 14:00:00,2024-03-25 15:54:20.445440
678,50,16,5,2024-02-03 17:00:00,2024-02-03 22:02:30.189645
679,94,11,21,2024-01-12 09:00:00,2024-01-12 11:46:35.101130
680,158,14,26,2024-02-12 11:00:00,2024-02-12 13:18:10.066237
681,151,15,28,2024-01-16 13:00:00,2024-01-16 14:16:06.185179
682,299,19,20,2024-01-10 13:00:00,2024-01-10 18:26:49.669106
683,257,4,28,2024-03-28 12:00:00,2024-03-28 15:38:57.093083
684,212,2,28,2024-01-20 08:00:00,2024-01-20 13:57:42.261352
685,176,14,19,2024-02-28 08:00:00,2024-02-28 10:34:54.902238
686,93,3,16,2024-02-12 16:00:00,2024-02-12 21:55:59.526709
687,161,2,1,2024-02-27 10:00:00,2024-02-27 12:02:48.882630
688,87,19,25,2024-01-21 13:00:00,2024-01-21 17:55:33.796303
689,46,5,20,2024-02-25 16:00:00,2024-02-25 19:08:49.375014
690,220,16,13,2024-01-01 06:00:00,2024-01-01 09:40:08.086851
691,192,1,29,2024-02-11 18:00:00,2024-02-11 23:09:58.115998
692,98,1,22,2024-01-01 16:00:00,2024-01-01 20:40:04.858336
693,116,12,10,2024-01-17 07:00:00,2024-01-17 09:55:03.908574
694,157,6,3,2024-01-06 10:00:00,2024-01-06 15:44:32.340751
695,234,17,20,2024-03-08 11:00:00,2024-03-08 14:10:05.974141
696,69,11,29,2024-03-03 11:00:00,2024-03-03 15:45:02.080481
697,85,13,1,2024-01-30 09:00:00,2024-01-30 13:38:09.038906
698,68,7,24,2024-01-03 15:00:00,2024-01-03 18:31:23.403983
699,64,12,23,2024-03-24 18:00:00,2024-03-24 19:11:12.541698
700,131,18,20,2024-01-07 15:00:00,2024-01-07 20:58:24.244206
701,56,1,2,2024-03-29 07:00:00,2024-03-29 10:05:01.960173
702,195,4,18,2024-02-02 13:00:00,2024-02-02 17:30:33.627867
703,106,1,10,2024-02-23 16:00:00,2024-02-23 17:30:17.637249
704,267,9,20,2024-03-18 17:00:00,2024-03-18 18:41:08.943414
705,54,17,24,2024-03-20 07:00:00,2024-03-20 09:24:48.721827
706,55,16,7,2024-03-18 09:00:00,2024-03-18 13:53:23.260499
707,268,7,12,2024-03-31 12:00:00,2024-03-31 14:28:36.321618
708,21,18,16,2024-01-27 17:00:00,2024-01-27 22:39:56.238204
709,170,8,1,2024-01-02 16:00:00,2024-01-02 17:26:42.051111
710,57,19,22,2024-03-04 08:00:00,2024-03-04 13:44:50.028283
711,262,3,24,2024-01-13 10:00:00,2024-01-13 14:13:18.062248
712,234,10,9,2024-02-29 06:00:00,2024-02-29 07:29:56.560471
713,90,2,28,2024-02-07 11:00:00,2024-02-07 16:00:28.729848
714,161,14,24,2024-01-15 07:00:00,2024-01-15 12:15:22.426212
715,24,1,28,2024-01-18 16:00:00,2024-01-18 20:14:09.575271
716,169,12,29,2024-02-26 15:00:00,2024-02-26 17:20:29.569174
717,48,12,27,2024-02-13 08:00:00,2024-02-13 09:34:08.975998
718,205,15,9,2024-02-19 17:00:00,2024-02-19 22:15:12.088405
719,216,6,4,2024-01-17 17:00:00,2024-01-17 21:37:55.400018
720,82,4,14,2024-03-16 13:00:00,2024-03-16 18:00:40.766113
721,225,6,20,2024-02-18 18:00:00,2024-02-18 20:47:34.780467
722,15,5,16,2024-03-03 07:00:00,2024-03-03 12:26:16.690705
723,226,2,3,2024-02-03 16:00:00,2024-02-03 18:34:16.283008
724,269,19,24,2024-03-13 09:00:00,2024-03-13 14:53:22.120036
725,174,17,17,2024-03-29 17:00:00,2024-03-29 21:05:28.302289
726,222,8,16,2024-02-14 16:00:00,2024-02-14 20:22:53.320230
727,198,5,27,2024-03-12 15:00:00,2024-03-12 16:16:22.190074
728,81,17,28,2024-03-01 13:00:00,2024-03-01 18:20:49.481423
729,39,16,11,2024-01-31 11:00:00,2024-01-31 16:51:02.610878
730,26,17,8,2024-03-11 16:00:00,2024-03-11 18:53:35.476665
731,121,3,15,2024-02-26 18:00:00,2024-02-26 21:51:54.628751
732,46,16,15,2024-02-10 07:00:00,2024-02-10 12:54:12.073301
733,10,4,13,2024-02-22 06:00:00,2024-02-22 09:47:08.358205
734,1,3,26,2024-03-18 15:00:00,2024-03-18 19:11:15.686204
735,261,18,7,2024-03-24 16:00:00,2024-03-24 19:16:51.742618
736,175,12,27,2024-01-07 09:00:00,2024-01-07 14:13:17.713913
737,170,18,25,2024-03-20 15:00:00,2024-03-20 18:21:56.406260
738,187,15,4,2024-01-13 18:00:00,2024-01-13 22:17:40.384569
739,2,11,12,2024-03-22 18:00:00,2024-03-22 20:27:35.704149
740,268,12,23,2024-01-14 06:00:00,2024-01-14 11:29:03.788136
741,253,5,27,2024-02-22 07:00:00,2024-02-22 09:16:17.207603
742,101,7,4,2024-02-20 09:00:00,2024-02-20 12:17:06.828149
743,98,11,4,2024-02-23 06:00:00,2024-02-23 11:37:59.277550
744,64,15,15,2024-03-25 15:00:00,2024-03-25 20:46:51.425789
745,69,16,1,2024-03-08 17:00:00,2024-03-08 18:14:34.288901
746,222,19,16,2024-03-06 18:00:00,2024-03-06 23:36:20.921653
747,91,19,6,2024-01-17 07:00:00,2024-01-17 09:56:13.300426
748,165,17,29,2024-02-19 12:00:00,2024-02-19 17:53:51.013684
749,128,9,13,2024-02-13 10:00:00,2024-02-13 13:15:51.222709
750,69,5,14,2024-03-18 17:00:00,2024-03-18 22:25:55.863397
751,263,10,27,2024-03-30 14:00:00,2024-03-30 19:18:12.735830
752,284,7,7,2024-01-27 15:00:00,2024-01-27 19:34:18.921641
753,177,5,23,2024-03-24 08:00:00,2024-03-24 11:31:10.081903
